Bib,Name,Miles,KM,May 1,May 2,May 3,May 4,May 5,May 6,May 7,May 8,May 9,May 10,May 11,May 12,May 13,May 14,May 15,May 16,May 17,May 18,May 19,May 20,May 21,May 22,May 23,May 24,May 25,May 26,May 27,May 28,May 29,May 30,May 31
12905,Angela Ballard,157.8,253.9,6,5,7,6,0,8,2,7,0,12,0,7,3,3,5,11,4,6,6,3,3,4,0,5,9,0,12,6,0,8,15
6233,Joris Rittershaus,157.7,253.9,5,3,3,10,7,11,0,0,0,0,9,0,0,7,0,0,0,28,0,9,13,0,0,0,14,8,4,0,0,0,5
2365,Sean Kenney,157.7,253.9,5,10,13,0,3,3,0,20,24,4,0,0,0,0,0,3,0,5,5,5,0,6,10,7,5,5,5,0,1,11,0
5610,Kris Lindsay,157.7,253.9,10,12,12,0,10,12,11,0,12,10,0,11,11,12,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,5,4
3025,Jill Downer,157.7,253.8,6,6,6,5,5,6,0,6,6,8,0,7,6,0,7,6,4,7,5,5,0,8,6,6,0,0,7,4,6,6,5
2535,Henry Taylor-Gill,157.7,253.8,5,5,5,5,5,0,8,5,5,0,8,5,5,5,5,5,6,0,10,4,0,5,5,5,5,0,7,5,0,6,5
9542,Nicky Matheron,157.7,253.7,6,0,19,3,2,3,7,3,0,10,3,9,3,6,2,2,10,0,11,0,9,2,8,10,3,8,0,7,0,8,3
8177,Brian Shoemaker,157.7,253.7,0,8,2,5,6,0,4,0,12,6,0,7,6,0,3,10,7,0,6,0,9,0,15,8,4,9,10,0,14,0,10
19000,Moira Foley,157.7,253.7,7,6,5,3,0,7,6,3,7,6,1,6,7,6,6,1,14,2,2,5,11,6,2,6,3,3,6,2,6,6,2
8976,Kevin Bliss,157.6,253.7,7,0,10,0,2,8,8,2,0,0,0,17,2,0,11,0,0,0,10,4,0,14,0,14,0,0,11,9,2,3,15
14575,Jessica Weis,157.6,253.6,2,9,4,6,6,6,5,2,6,0,7,5,8,5,6,9,0,6,5,9,5,5,5,7,2,6,6,4,7,5,0
8517,Kenny Wunder,157.6,253.6,15,2,12,0,0,16,0,11,4,4,14,0,13,0,11,0,0,3,10,0,10,4,10,0,7,0,13,0,0,0,0
11974,Cathi Beban,157.6,253.6,4,4,7,6,6,6,4,4,9,3,3,0,5,6,4,5,3,6,1,7,2,5,0,7,9,5,6,2,6,5,5
15304,Chris Hug,157.6,253.6,0,0,16,0,6,6,6,3,16,0,5,4,4,6,0,0,24,0,0,8,4,0,0,0,10,0,8,0,10,11,3
3224,Kelly McGuire,157.5,253.5,0,12,8,0,0,9,0,0,11,11,0,4,7,0,0,14,10,0,8,0,2,11,0,14,5,0,0,5,0,11,10
14095,Sheila Daniels,157.5,253.5,3,4,8,0,7,0,5,5,7,0,0,6,0,0,4,8,3,4,7,6,6,2,10,14,0,7,3,7,9,4,8
16786,Jessica Hill,157.5,253.5,0,0,0,21,0,9,0,0,15,0,0,14,10,4,0,17,5,0,0,6,4,3,9,5,0,4,6,4,2,16,0
11820,Barry King,157.5,253.4,0,10,6,7,5,4,7,0,2,11,4,7,5,2,0,8,9,7,5,5,0,8,5,10,5,0,0,0,0,7,8
7405,Santosh Pandey,157.5,253.4,5,8,10,0,0,0,0,5,10,0,5,6,5,0,0,0,20,0,12,6,4,0,8,7,6,0,12,4,0,10,10
10961,Alycia Slyck,157.5,253.4,6,5,0,0,0,1,2,2,5,3,2,0,0,4,0,34,5,1,3,2,4,5,10,5,0,4,4,5,1,26,2
2328,Christopher McHale,157.5,253.4,7,7,0,9,5,0,0,10,0,6,6,5,9,7,0,12,6,0,5,5,0,21,11,12,5,0,0,0,7,3,0
12886,Roger Camero,157.5,253.4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5
17518,Gemechisa Mosa,157.4,253.4,0,0,0,0,15,0,0,15,0,0,2,3,3,0,10,8,14,4,0,4,8,9,0,5,6,0,5,6,0,15,9
9034,Tiffany Bridges,157.4,253.3,0,6,7,2,4,6,8,0,0,10,3,4,6,0,0,10,14,0,4,6,7,0,4,14,1,0,6,4,4,0,16
3417,Lauren Trevaskis,157.4,253.3,2,18,2,6,7,0,6,6,2,7,4,0,0,6,0,0,0,5,6,6,6,6,6,8,6,5,0,11,2,8,4
8034,Samantha Frey,157.4,253.3,4,3,5,0,5,5,5,1,0,0,1,6,5,2,8,6,5,5,6,2,9,5,6,7,5,5,3,5,6,4,2
10439,Ellen Middleswart,157.4,253.3,5,5,10,3,6,5,6,3,7,4,4,5,6,3,6,3,10,0,0,0,9,6,8,8,5,4,9,0,10,9,0
15085,Stephanie Phelps,157.4,253.3,0,16,5,1,7,7,5,5,1,10,1,1,7,4,1,31,1,1,6,0,0,0,0,0,0,0,5,5,3,14,5
16842,Jim Musante,157.4,253.3,6,5,0,6,5,7,0,6,10,6,6,10,5,0,10,6,5,7,5,6,6,9,6,0,7,6,5,0,0,0,0
1183,Chris Walsh,157.4,253.3,0,11,13,0,7,3,6,2,9,0,0,9,3,9,8,24,16,0,7,0,0,0,5,2,0,1,0,0,0,0,9
11924,Alex Sugahara,157.4,253.3,5,10,12,2,2,8,5,3,0,8,0,12,8,7,9,7,1,6,8,0,6,2,6,0,3,0,1,0,5,6,7
14892,Melany Davidson,157.4,253.3,6,0,0,7,6,9,6,7,0,0,3,8,2,10,6,2,13,0,0,7,7,0,7,0,10,7,0,6,0,0,7
17469,Jesse Wall,157.4,253.2,0,7,0,10,5,3,7,4,0,1,7,8,9,2,2,14,3,1,0,7,2,16,1,0,9,6,9,1,15,2,0
1605,Cassidy Tinkoff,157.4,253.2,0,5,8,5,0,10,5,5,0,11,2,5,2,12,5,0,10,3,5,0,3,0,31,0,3,3,3,0,3,5,7
3392,Adam McFerrin,157.3,253.2,5,0,10,5,5,5,5,5,27,3,4,5,4,0,5,0,4,4,4,0,5,4,5,0,4,5,5,0,5,8,5
18313,Muslim Contractor,157.3,253.2,0,10,0,0,0,0,3,2,10,9,5,5,1,5,2,11,3,2,3,6,5,4,12,4,4,6,4,6,4,12,5
16278,Laurie King,157.3,253.2,0,0,6,0,0,3,10,6,0,8,6,7,3,0,6,6,16,0,11,0,6,0,20,0,4,6,4,3,0,0,14
15288,Jim Mondek,157.3,253.1,0,0,5,7,5,5,0,8,0,0,5,7,7,5,5,8,5,7,5,5,0,5,3,0,9,5,3,6,0,7,9
6097,Kimberly Levitt,157.3,253.1,5,5,8,5,0,8,4,7,9,5,3,6,2,0,4,5,16,0,0,2,4,4,9,6,5,7,1,2,4,4,6
6751,Robert Powell,157.3,253.1,5,0,0,6,10,0,0,19,0,0,8,0,0,8,0,22,0,0,5,0,2,0,13,0,11,16,0,6,0,0,0
15647,Laura Hopkins,157.3,253.1,0,6,5,6,2,6,8,0,4,6,10,2,4,2,4,6,6,0,0,0,1,4,11,8,2,2,6,2,7,8,15
16292,Sheri Rhodes,157.3,253.1,6,6,4,7,3,6,3,5,0,0,5,2,2,3,6,7,3,7,0,4,6,6,7,4,0,5,0,6,8,7,6
9141,Kyle VanderPlaats,157.3,253.1,0,6,0,0,3,5,5,7,9,5,5,0,5,3,6,4,5,0,7,0,6,7,4,8,0,7,7,7,7,0,8
15289,Geri Mondek,157.3,253.1,0,0,5,7,5,5,0,8,0,0,5,7,7,5,5,8,5,7,5,5,0,5,3,0,9,5,3,6,0,7,9
8676,Jacqueline Ogilvie,157.3,253.1,6,6,4,7,6,4,5,5,3,0,4,6,6,3,0,7,4,7,6,4,0,7,5,2,10,6,6,2,5,6,10
14646,Adam James Kennedy YATES,157.2,253.1,0,4,0,6,12,0,13,8,0,0,0,10,10,8,0,0,30,0,0,6,8,6,0,3,0,0,0,10,7,5,4
9126,Jennifer Troedel,157.2,253.0,9,6,2,5,5,5,6,0,9,3,6,3,6,0,7,13,8,2,5,7,5,6,0,0,0,0,13,7,0,9,7
1309,Selina Ohlson,157.2,253.0,5,10,9,0,5,5,4,4,0,5,0,7,4,4,4,4,6,0,6,8,7,0,4,24,0,4,2,4,0,4,5
121,Chris Mintz,157.2,253.0,0,0,15,0,0,0,0,8,0,0,0,20,0,0,0,0,0,31,36,0,0,0,0,0,0,0,0,0,0,0,0
9176,Jeroen van der meer,157.2,253.0,4,8,7,0,0,7,0,4,0,7,6,5,13,0,4,7,7,9,3,5,7,0,0,8,6,5,7,3,0,6,6
16392,Shannon Fry,157.2,253.0,2,1,9,5,5,4,6,3,9,3,6,6,3,4,3,1,1,9,3,4,4,7,2,10,5,5,3,3,3,11,2
17976,Fabien Le Nouvel,157.2,253.0,0,0,0,0,0,1,2,12,6,17,0,0,6,3,0,7,12,0,6,0,4,11,9,21,0,0,9,0,0,0,12
8719,Michael Smith,157.2,253.0,4,8,10,13,6,8,0,8,16,7,3,0,10,8,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,18,10
4954,Jessica Kuepfer,157.2,253.0,6,13,0,0,6,9,0,5,3,13,0,1,3,0,5,0,14,3,8,3,8,0,16,5,3,3,6,0,3,11,0
16743,Lisa Pearson,157.2,252.9,0,0,2,5,6,6,6,5,7,2,4,6,6,3,5,9,2,4,6,7,5,6,10,3,6,5,7,3,5,8,2
3483,Karri Coffman,157.2,252.9,5,5,5,0,5,5,5,0,8,4,5,5,7,5,2,7,7,6,0,5,0,5,7,4,10,5,0,8,3,7,6
12459,Damon The Invincible Terrier,157.2,252.9,9,4,4,8,6,0,5,13,20,2,7,0,8,1,8,13,0,7,5,10,0,7,3,0,5,0,0,0,0,0,8
17212,Barb komar,157.2,252.9,5,3,7,5,9,1,6,7,4,3,10,3,5,8,2,7,2,8,4,0,6,4,4,8,7,7,6,0,3,4,0
1804,Sheila Robertson,157.2,252.9,4,8,5,5,5,6,5,4,0,8,3,5,8,0,0,10,2,4,9,6,3,7,5,3,9,3,6,5,0,3,10
13526,Peter Rossi,157.2,252.9,2,8,7,0,6,3,1,16,2,0,3,7,5,6,6,0,3,7,6,2,0,0,10,6,3,2,3,6,10,6,8
5191,Matt Carling,157.1,252.9,0,12,7,6,0,0,0,12,0,18,0,6,3,0,8,17,0,0,0,0,0,0,9,0,15,8,13,0,0,0,16
9489,Jennifer Wilkinson,157.1,252.8,3,13,5,4,4,4,4,4,5,8,4,4,5,4,4,10,0,4,4,4,4,4,8,4,6,4,4,3,4,10,4
15214,Nick Mazzucco,157.1,252.8,0,6,11,0,9,6,6,0,8,10,0,0,7,8,9,6,10,0,6,7,8,0,7,0,9,0,8,6,0,0,10
19185,Allison Berndtson,157.1,252.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,7,6,6,8,8,9,15,9,8,8,10,12,11
8684,Gordon Graham,157.1,252.8,0,0,8,7,5,14,6,0,6,0,4,10,0,5,7,0,0,10,6,9,6,10,0,5,0,0,5,0,4,16,0
7794,Travis Simpson,157.1,252.7,6,6,3,10,5,0,5,3,30,4,0,6,5,5,0,10,13,0,6,5,0,5,0,0,0,4,5,5,0,8,0
4079,Tom Harris,157.0,252.7,4,3,0,10,4,7,7,3,2,0,11,0,5,2,0,0,0,40,0,0,4,0,0,19,8,0,0,0,6,0,20
12656,Sandra Moffat,157.0,252.7,0,0,0,2,6,0,0,6,10,3,0,4,4,13,4,0,8,0,11,6,0,4,16,0,5,14,4,0,3,0,19
1882,Kenn Manzerolle,157.0,252.7,7,7,11,3,0,6,3,3,10,0,3,8,0,3,3,6,6,0,0,9,0,2,6,4,3,8,0,9,0,16,3
4682,Chris Stephens,157.0,252.7,5,7,3,6,7,0,9,0,0,0,17,0,0,18,0,0,22,0,0,0,0,0,18,11,3,0,0,0,10,22,0
8407,Cade Brown,157.0,252.7,2,7,0,0,10,4,0,12,0,0,0,0,0,0,0,0,57,0,8,5,0,10,0,0,0,0,26,3,0,0,13
13884,Mary Elizabeth Ross West,157.0,252.7,5,3,0,6,0,0,0,0,0,0,5,5,5,5,5,6,0,0,0,6,6,7,8,7,7,7,8,8,8,8,8
13948,Paul Baswick,157.0,252.7,0,7,5,5,5,7,5,5,6,0,8,5,0,0,5,5,0,10,6,10,7,7,0,5,5,5,5,4,0,0,0
15488,Steven Mager,157.0,252.7,0,0,10,4,5,4,5,3,13,3,5,0,4,5,3,17,5,3,0,5,4,4,5,17,6,3,4,0,0,0,15
8260,Robert McCrone,157.0,252.7,4,0,8,6,6,4,5,6,5,0,6,6,6,0,5,5,12,0,6,6,6,0,4,6,10,0,6,6,4,3,8
15494,Daniel Miller,157.0,252.6,0,0,0,21,4,6,5,2,11,4,4,5,7,5,3,2,9,4,4,4,4,5,8,6,10,4,3,5,2,8,0
17984,LoriAnn Davis,157.0,252.6,0,0,0,0,0,5,5,5,5,5,6,5,5,7,5,8,5,5,6,5,5,6,7,8,5,5,2,5,5,6,5
13216,Maria Iman-Santoso,156.9,252.6,0,4,5,6,6,5,6,2,5,4,7,5,6,6,4,0,7,5,4,4,0,0,4,7,5,9,3,6,0,5,10
10156,Weston Helms,156.9,252.5,0,8,11,5,0,8,10,0,14,0,10,0,8,0,0,0,0,13,0,9,8,0,10,10,0,6,0,9,6,0,8
2256,Erin Lamb,156.9,252.5,5,6,4,5,2,5,15,2,0,4,4,0,4,0,0,0,28,3,0,6,5,0,13,0,0,13,13,5,5,0,0
17468,Misty Bass,156.9,252.5,7,5,5,5,5,7,5,3,5,0,8,6,8,3,5,5,0,5,0,8,8,8,5,0,6,5,0,0,0,0,10
9179,Ian Klausen,156.9,252.5,1,3,4,5,4,5,1,0,6,5,1,1,1,4,4,0,2,0,0,25,7,1,8,5,7,8,10,6,6,0,13
3894,Leon Niebrzydowski,156.9,252.5,12,0,6,3,6,3,6,0,14,3,6,3,4,6,0,12,3,0,6,7,0,14,0,5,3,0,4,0,4,12,0
18533,Jyl McGunigal,156.9,252.5,0,0,0,3,6,3,6,3,3,8,3,7,4,6,7,9,0,0,6,4,6,3,11,5,3,7,4,6,4,13,0
5178,Kelly Gilfillan,156.9,252.5,9,3,8,2,5,6,9,3,5,3,5,3,6,7,5,5,9,5,4,5,7,5,0,0,11,3,5,9,0,2,0
8941,Lauren Fox,156.9,252.4,5,7,0,6,5,2,0,3,11,0,6,3,5,5,5,2,5,7,6,3,0,0,13,0,7,7,0,0,12,7,2
13942,Walter Levernier,156.8,252.4,3,4,2,6,6,10,4,4,7,3,5,0,10,3,5,4,3,4,4,4,4,6,8,3,7,7,7,2,6,7,0
17649,Dolly Bennett,156.8,252.4,8,0,17,11,0,9,0,21,5,0,0,3,0,0,0,8,7,14,0,6,8,0,0,0,0,0,8,0,11,10,0
5334,Christine Bleke,156.8,252.4,4,6,1,5,2,2,0,0,8,7,6,4,6,3,6,11,6,6,6,5,0,1,0,2,10,6,0,4,9,6,0
18332,Sophie Littlefair,156.8,252.4,11,7,7,0,6,7,10,8,8,11,0,10,10,14,4,10,4,0,9,6,0,0,13,0,0,0,0,0,0,0,0
13530,Jackie Pears,156.8,252.4,0,17,0,0,0,8,6,5,1,11,1,7,9,0,7,7,9,2,0,8,0,5,10,2,0,3,3,6,2,14,3
654,Daniel Bihrle,156.8,252.4,14,2,2,5,5,3,8,4,8,4,2,8,6,2,3,0,2,0,8,10,5,0,0,0,4,9,8,4,8,8,3
9037,Susan MacAlister,156.8,252.3,5,6,6,6,5,7,0,8,10,6,6,10,7,6,0,0,0,0,5,7,6,5,5,8,7,3,3,5,7,5,3
370,Clay Williams,156.8,252.3,0,0,26,0,6,0,0,0,0,20,0,9,0,0,0,0,26,6,0,9,0,5,0,10,6,0,11,0,9,9,0
6426,Meghan Maloney,156.8,252.3,4,3,9,5,4,12,0,3,12,4,0,2,4,0,0,3,8,0,8,4,0,7,3,13,6,6,7,3,0,7,13
18099,Mary Ann Flemmer,156.8,252.3,0,0,2,6,0,6,0,13,0,3,10,0,9,0,13,0,4,0,9,5,11,5,10,0,11,0,0,5,10,0,13
9071,Matt Vogt,156.7,252.2,5,6,6,5,3,0,10,4,5,5,0,11,6,7,2,10,5,1,7,8,1,8,0,0,0,0,0,5,7,0,15
18205,Tina Kohler,156.7,252.2,0,0,0,0,0,0,3,5,7,7,6,5,6,6,5,6,6,6,7,3,6,0,6,6,6,7,7,7,7,5,3
5309,Allison Odle,156.7,252.1,6,6,6,8,10,5,11,8,5,3,5,5,0,5,5,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0
15469,Jeff Hurm,156.6,252.1,0,6,9,2,9,6,2,2,2,10,2,9,2,2,0,9,0,3,10,2,7,0,7,10,6,4,0,7,5,2,11
13178,Mindy Berceli,156.6,252.0,0,30,0,4,5,0,5,5,5,0,0,6,4,0,5,17,0,0,0,7,5,0,7,0,0,7,7,0,6,10,0
5403,Ali Fox,156.6,252.0,5,6,0,5,6,2,2,7,5,0,11,4,0,6,6,0,0,9,6,2,0,7,3,2,12,9,6,6,6,1,9
9756,Marie-Claude Reimann,156.6,252.0,0,10,5,0,6,6,6,0,0,9,0,6,6,6,0,12,5,0,6,6,6,0,12,2,0,6,6,6,0,9,3
15360,Zachary Martel,156.6,252.0,0,6,0,0,6,6,6,6,6,6,6,6,6,7,0,0,0,0,0,0,0,0,0,58,16,5,6,3,0,0,0
7941,Jesse Abbatiello,156.6,252.0,10,5,20,0,0,7,0,9,10,18,0,7,6,0,5,3,0,0,7,0,6,0,4,20,0,7,0,0,0,7,0
8967,Glenn Altemose,156.6,252.0,1,0,22,0,0,14,0,0,0,10,0,0,10,0,0,21,0,0,0,0,26,2,0,0,0,31,0,0,0,19,0
13718,Emily Koch,156.5,251.9,0,13,6,0,5,0,5,13,0,6,0,5,6,0,5,13,6,0,8,0,5,0,13,8,0,6,8,0,0,13,7
14782,Robert Burton,156.5,251.9,0,10,0,4,2,5,0,3,7,0,5,3,7,0,6,10,0,5,0,7,5,10,11,0,0,10,3,10,4,12,0
18912,Brenda Luce,156.5,251.9,0,0,0,0,0,0,0,0,0,0,13,1,6,0,0,26,6,0,10,6,0,10,21,0,7,10,0,5,0,18,7
5828,Francisco Artley,156.5,251.9,9,5,7,1,6,3,6,1,10,3,1,6,5,4,0,6,1,5,0,4,0,0,30,6,0,3,0,3,0,11,9
12223,Bruce Mcintosh,156.5,251.9,3,5,13,1,4,5,4,1,6,10,1,5,3,1,5,9,9,3,1,3,1,1,26,3,4,3,4,1,0,6,8
6740,Thomas Fons,156.5,251.8,5,5,13,3,7,5,0,0,5,4,6,6,6,6,6,13,6,0,6,3,0,0,6,3,6,6,0,0,0,13,4
14106,Jim Connely,156.5,251.8,6,8,7,6,7,7,8,7,5,3,5,13,7,3,7,9,2,0,5,0,0,9,6,9,6,8,5,0,0,0,0
6963,Christine Garvey,156.5,251.8,2,0,7,4,5,0,5,0,0,12,5,7,5,0,7,11,6,0,4,7,1,2,5,11,6,7,3,4,3,6,0
16485,Ginny Crumley,156.5,251.8,0,2,13,4,6,6,6,0,2,14,4,6,6,2,0,0,0,13,3,6,0,4,3,15,0,4,0,5,2,0,13
16937,Caryl Hosler,156.5,251.8,0,0,8,0,5,5,0,9,0,0,4,0,5,0,8,7,7,4,7,5,3,9,0,4,7,4,0,11,4,14,4
15518,Jane Owen,156.4,251.7,0,13,4,5,2,6,6,2,10,5,5,7,4,5,4,10,5,2,5,7,0,8,13,5,3,8,5,5,0,0,0
14595,Corine Houry-Kling,156.4,251.7,0,6,5,5,6,5,1,0,0,12,0,0,3,8,2,5,11,8,7,2,9,6,3,9,6,3,4,6,0,5,7
15540,Luke Rutan,156.4,251.7,0,4,8,0,8,6,6,3,10,9,2,8,2,7,6,11,5,5,6,8,7,6,6,0,13,0,0,5,0,0,0
9456,Maciej Gajda,156.4,251.7,9,7,6,9,11,6,14,0,0,0,0,0,0,0,0,0,0,2,5,5,8,0,4,12,0,6,8,4,7,0,20
10752,Cindy Ruckno,156.4,251.7,5,6,5,6,6,5,4,7,6,6,0,5,6,6,1,9,4,6,5,6,6,6,7,7,6,5,6,5,5,0,0
14857,Claire Santillan,156.4,251.7,1,2,3,4,4,4,5,6,4,6,0,3,5,4,7,4,4,2,7,3,6,7,5,8,6,6,7,6,5,7,6
15468,Ekata Saha,156.4,251.7,0,10,6,5,2,7,7,7,0,6,6,6,7,4,6,0,10,0,0,0,3,0,10,13,6,0,0,4,10,7,13
9166,Sylvia Underwood,156.4,251.7,7,0,15,4,0,8,0,0,2,4,0,7,6,5,0,7,3,3,0,3,4,6,4,15,26,2,6,6,3,0,10
16054,Miguel Angel Acosta,156.3,251.6,0,6,6,6,0,6,6,0,8,7,0,7,6,0,0,7,9,0,7,0,0,0,10,8,6,6,6,6,6,7,8
17699,Lauren Moriearty,156.3,251.6,0,0,0,0,5,6,5,0,9,0,8,6,5,6,4,7,5,7,5,6,8,6,5,0,9,6,7,5,6,6,1
8893,Marcelo Silveira,156.3,251.6,5,5,6,5,5,5,5,4,6,14,1,5,2,6,2,8,1,1,4,4,5,2,11,5,5,5,4,7,3,7,1
9195,Khirstie Bromage,156.3,251.5,3,5,6,4,3,5,8,3,5,5,10,4,4,5,6,4,4,10,10,8,0,0,2,6,3,4,4,6,6,10,5
17136,Alex Hutcheson,156.3,251.5,0,3,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,50,0,0,0,0,0,0,42,0,0,0,16,0,17
2682,Katie James,156.3,251.5,0,7,7,6,5,10,0,0,9,9,0,12,6,0,0,5,0,0,0,17,0,6,0,8,0,11,5,8,0,13,7
19407,Heather Friedman,156.3,251.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,14,12,11,17,15,13,9,11,16
18396,Gaetan Dermine,156.3,251.5,11,4,9,3,3,6,3,9,9,6,7,2,10,9,10,0,16,0,8,8,9,0,0,15,0,0,0,0,0,0,0
10323,Jordan Colburn,156.3,251.5,2,5,5,5,2,3,5,5,8,2,2,5,3,11,3,5,5,5,5,4,2,2,6,7,2,4,6,2,7,7,5
17961,Laura Truett,156.3,251.5,0,0,10,10,0,6,8,7,0,2,7,7,0,7,9,0,0,12,7,8,7,9,7,0,0,7,5,7,0,9,0
8554,Leonor Hayden,156.2,251.4,8,4,4,1,5,5,5,5,6,7,5,2,6,5,6,5,4,6,5,5,5,6,5,2,6,7,5,3,5,5,5
15976,Lance Null,156.2,251.4,0,5,5,8,7,7,6,2,5,2,5,1,3,2,6,5,3,4,9,6,6,7,6,8,8,6,3,3,3,4,4
15247,Jon Potter,156.2,251.4,3,9,6,0,3,3,5,3,13,7,3,0,3,3,3,7,13,3,3,3,0,8,0,9,3,6,3,3,3,0,14
18347,Carrie Carr,156.2,251.3,10,9,4,0,0,6,0,6,4,0,6,0,0,0,0,0,0,25,6,6,4,6,15,6,5,15,6,5,4,4,5
10081,Brian Schwind,156.2,251.3,7,0,8,3,4,0,13,4,2,18,3,5,7,0,7,0,13,1,7,0,7,6,0,0,0,0,10,10,7,0,9
7311,Katie Niehoff,156.2,251.3,5,8,0,7,5,5,3,5,9,0,0,5,6,4,0,5,0,0,0,6,1,7,9,11,8,6,5,5,0,3,9
17285,Rebecca watters,156.1,251.3,0,62,0,0,3,6,2,8,10,0,9,0,10,0,19,11,0,10,0,0,0,0,0,5,0,0,1,0,0,0,0
4531,Charlie Boehms,156.1,251.3,6,6,4,6,6,6,5,0,10,0,8,5,0,4,8,4,0,7,5,5,10,3,11,7,0,6,3,5,5,7,4
11839,Jim Farkas,156.1,251.2,5,6,4,8,5,4,4,2,6,9,3,8,4,3,0,5,6,3,9,0,0,0,7,8,6,5,7,0,10,8,6
4424,Jeff Webb,156.1,251.2,5,5,0,7,5,5,1,10,8,0,7,7,0,0,0,5,9,3,4,3,4,3,0,6,7,7,5,6,8,5,7
6060,AGAMEMNON ROUMELIOTIS,156.1,251.2,5,8,6,0,12,0,10,0,0,14,0,0,0,0,24,0,12,0,0,16,0,0,11,16,0,0,0,10,11,0,0
7337,Rachel Taylor,156.1,251.2,0,31,0,0,2,9,1,6,5,7,0,0,8,5,0,5,15,2,0,8,1,3,4,20,0,7,5,0,0,0,0
16636,Marietta Walsh,156.1,251.2,0,0,0,3,7,3,7,3,13,5,0,8,0,7,0,4,13,0,8,0,8,5,0,10,5,8,7,7,0,8,15
18918,Nicholas Hird,156.1,251.2,0,0,0,0,0,0,0,0,0,0,0,4,6,8,11,8,4,4,10,9,10,4,0,4,10,6,8,10,8,0,0
12523,Laurie Nicholson,156.1,251.2,0,6,9,5,5,2,6,2,0,0,2,6,6,6,3,2,13,5,6,5,0,5,2,13,5,6,5,5,3,2,15
5708,Justin McLamb,156.1,251.2,20,20,0,2,0,0,10,0,0,2,0,0,2,0,14,0,0,0,0,0,12,10,0,10,13,0,8,2,0,31,0
9336,Paul Sweeney,156.1,251.2,6,6,0,9,7,0,6,4,0,13,0,8,6,6,0,6,14,0,7,7,7,0,0,15,0,7,0,8,0,0,0
10431,Melanie Bushman,156.0,251.1,5,5,1,5,6,5,7,2,8,1,1,3,9,6,2,9,2,1,6,0,2,6,9,1,4,8,7,5,1,10,1
17507,Karen Miller,156.0,251.1,0,0,0,0,10,4,5,11,6,2,4,6,6,6,6,7,0,8,6,8,6,0,8,2,0,6,8,6,6,4,8
18540,David Tyson,156.0,251.1,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,6,12,6,6,6,6,6,6,6,6,6
18893,Matt Adams,156.0,251.1,0,0,0,0,0,0,0,0,0,0,0,14,2,5,3,7,5,5,9,5,7,8,5,6,6,10,5,6,4,10,7
7970,Amanda Rosenburg,156.0,251.0,5,26,0,0,3,0,10,3,6,4,3,0,7,0,9,11,0,0,0,16,0,3,8,6,8,0,0,7,0,9,0
19280,Pedro Sanchez Carracedo,156.0,251.0,0,0,5,0,0,0,0,19,0,0,0,0,0,0,0,0,0,25,7,7,9,0,7,0,11,11,0,12,0,4,19
11957,per lilleholm,156.0,251.0,0,1,6,2,12,5,2,6,13,6,5,2,5,5,0,8,2,6,3,4,14,5,2,4,2,0,4,5,4,7,4
17943,Aili CT,156.0,251.0,0,0,0,0,0,6,6,7,6,1,6,7,6,5,7,4,8,6,6,6,6,5,3,5,8,7,1,6,6,2,6
4570,Amanda Hellberg Nilsson,155.9,250.9,6,5,2,1,3,3,2,5,4,3,4,2,5,4,2,6,5,3,1,0,7,6,8,7,5,6,5,5,8,7,7
801,Kristi Kempton,155.9,250.9,0,40,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,7,5,17,0,10,0,0,8,4,13,8
8553,Nick Nadeau,155.9,250.9,4,0,6,0,4,6,0,2,8,6,0,0,6,8,1,10,8,1,6,8,1,1,14,10,1,6,6,1,1,9,3
11360,Keely Ireland,155.9,250.9,3,4,4,7,5,7,7,0,5,9,6,0,0,3,6,6,7,0,0,4,0,7,5,5,9,9,7,7,7,9,6
12648,John Stouffer,155.9,250.9,0,0,30,2,0,0,5,0,0,8,0,6,8,0,0,18,4,1,3,6,0,0,19,3,6,2,8,5,0,3,13
3346,Matt Mousel,155.8,250.8,5,7,6,6,3,4,3,3,3,0,10,8,5,1,3,8,10,0,2,10,9,0,0,5,10,6,0,3,12,0,11
1440,Janet Rosenthal,155.8,250.8,0,11,0,6,0,0,0,0,16,5,0,6,0,9,8,0,17,0,6,0,0,0,0,0,0,34,9,4,9,0,0
364,Sara Sharpe,155.8,250.7,5,4,5,5,0,6,5,5,7,5,6,5,5,5,2,5,5,1,2,5,4,5,5,4,0,4,3,7,6,6,7
14136,Hayley Richardson,155.8,250.7,8,5,3,4,0,5,8,5,0,6,3,4,5,5,5,4,5,8,5,8,3,5,3,0,6,5,6,3,3,5,6
13605,Matthew Taddei,155.8,250.7,5,10,6,3,0,3,7,2,9,5,8,5,1,5,8,7,3,6,2,5,3,7,3,5,5,4,4,4,5,0,4
